date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:48	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-brands-400.eot?	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-brands-400d41d.eot	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:49	55144/55144	---M--	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-brands-400.woff2	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-brands-400.html	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:49	64392/64392	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-brands-400.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-brands-400.woff	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:49	353121/353121	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2009:42:15%20GMT	https://zenon.network/img/circle-right.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/img/circle-right.png	(from https://zenon.network/css/styles.css)
21:48:50	99468/99468	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-brands-400.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-brands-400.ttf	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:51	511707/511707	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:42:21%20GMT	https://zenon.network/webfonts/fa-brands-400.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-brands-400.svg	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:51	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400.eot	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:52	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.eot?	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400d41d.eot	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:52	12216/12216	---M--	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.woff2	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400.html	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:53	14672/14672	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400.woff	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:53	30560/30560	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400.ttf	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:54	103937/103937	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-regular-400.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-regular-400.svg	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:55	115148/115148	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-solid-900.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900.eot	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:56	115148/115148	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-solid-900.eot?	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900d41d.eot	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:56	44068/44068	---M--	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-solid-900.woff2	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900.html	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:57	55484/55484	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-solid-900.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900.woff	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:57	114928/114928	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:42:20%20GMT	https://zenon.network/webfonts/fa-solid-900.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900.ttf	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:58	1393/1393	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2009:26:53%20GMT	https://zenon.network/legacy/favicon/apple-touch-icon.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/favicon/apple-touch-icon.png	(from https://zenon.network/legacy/wallet)
21:48:58	420283/420283	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:42:21%20GMT	https://zenon.network/webfonts/fa-solid-900.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/webfonts/fa-solid-900.svg	(from https://zenon.network/css/fontawesome-all.min.css)
21:48:58	460/460	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2009:26:53%20GMT	https://zenon.network/legacy/favicon/favicon-32x32.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/favicon/favicon-32x32.png	(from https://zenon.network/legacy/wallet)
21:48:59	324/324	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2009:26:53%20GMT	https://zenon.network/legacy/favicon/favicon-16x16.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/favicon/favicon-16x16.png	(from https://zenon.network/legacy/wallet)
21:48:59	496/496	---M--	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:26:53%20GMT	https://zenon.network/legacy/favicon/site.webmanifest	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/favicon/site.html	(from https://zenon.network/legacy/wallet)
21:48:59	1137/1137	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:53%20GMT	https://zenon.network/legacy/favicon/safari-pinned-tab.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/favicon/safari-pinned-tab.svg	(from https://zenon.network/legacy/wallet)
21:49:00	281664/281664	---MCZ	200	added ('OK')	text/css	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css	(from https://zenon.network/legacy/wallet)
21:49:01	97184/97184	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/jquery.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/jquery.js	(from https://zenon.network/legacy/wallet)
21:49:01	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/jquery-migrate.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/jquery-migrate.min.js	(from https://zenon.network/legacy/wallet)
21:49:02	156559/156559	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/mediaelement/mediaelement-and-player.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/mediaelement/mediaelement-and-player.min.js	(from https://zenon.network/legacy/wallet)
21:49:02	1193/1193	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/mediaelement/mediaelement-migrate.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/mediaelement/mediaelement-migrate.min.js	(from https://zenon.network/legacy/wallet)
21:49:02	20886/20886	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.eot	(from https://zenon.network/legacy/wallet)
21:49:03	13972/13972	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.woff	(from https://zenon.network/legacy/wallet)
21:49:03	20704/20704	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.ttf	(from https://zenon.network/legacy/wallet)
21:49:04	25013/25013	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Light-webfont.svg	(from https://zenon.network/legacy/wallet)
21:49:04	20878/20878	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.eot	(from https://zenon.network/legacy/wallet)
21:49:05	13988/13988	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.woff	(from https://zenon.network/legacy/wallet)
21:49:05	20688/20688	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.ttf	(from https://zenon.network/legacy/wallet)
21:49:05	25573/25573	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Regular-webfont.svg	(from https://zenon.network/legacy/wallet)
21:49:06	21046/21046	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.eot	(from https://zenon.network/legacy/wallet)
21:49:06	14052/14052	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.woff	(from https://zenon.network/legacy/wallet)
21:49:07	20852/20852	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.ttf	(from https://zenon.network/legacy/wallet)
21:49:07	25308/25308	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSans-Semibold-webfont.svg	(from https://zenon.network/legacy/wallet)
21:49:08	110106/110106	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.eot	(from https://zenon.network/legacy/wallet)
21:49:09	63564/63564	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.woff	(from https://zenon.network/legacy/wallet)
21:49:09	109928/109928	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.ttf	(from https://zenon.network/legacy/wallet)
21:49:10	270447/270447	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/OpenSansBold-webfont.svg	(from https://zenon.network/legacy/wallet)
21:49:10	19632/19632	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.eot	(from https://zenon.network/legacy/wallet)
21:49:11	19544/19544	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.woff	(from https://zenon.network/legacy/wallet)
21:49:11	19468/19468	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.ttf	(from https://zenon.network/legacy/wallet)
21:49:12	64546/64546	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/icomoon.svg	(from https://zenon.network/legacy/wallet)
21:49:12	6814/6814	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2009:26:55%20GMT	https://zenon.network/legacy/res/logo-raster.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/res/logo-raster.png	(from https://zenon.network/legacy/wallet)
21:49:13	370/370	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2002%20Mar%202019%2016:32:54%20GMT	https://zenon.network/legacy/download/whitepaper.pdf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/download/whitepaper.pdf	(from https://zenon.network/legacy/wallet)
21:49:13	123171/123171	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:31:38%20GMT	https://zenon.network/legacy/portal	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/portal.html	(from https://zenon.network/legacy/wallet)
21:49:13	128153/128153	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:31:38%20GMT	https://zenon.network/legacy/incubator	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/incubator.html	(from https://zenon.network/legacy/wallet)
21:49:14	146399/146399	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:31:38%20GMT	https://zenon.network/legacy/tracker	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/tracker.html	(from https://zenon.network/legacy/wallet)
21:49:14	386849/386849	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:31:38%20GMT	https://zenon.network/legacy/quasar	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/quasar.html	(from https://zenon.network/legacy/wallet)
21:49:14	87692/87692	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202021%2009:31:38%20GMT	https://zenon.network/legacy/faq	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/faq.html	(from https://zenon.network/legacy/wallet)
21:49:15	4000/4000	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/ui/core.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/ui/core.min.js	(from https://zenon.network/legacy/wallet)
21:49:15	6908/6908	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/ui/widget.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/ui/widget.min.js	(from https://zenon.network/legacy/wallet)
21:49:15	6527/6527	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/ui/position.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/ui/position.min.js	(from https://zenon.network/legacy/wallet)
21:49:16	9600/9600	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/includes/js/jquery/ui/menu.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/includes/js/jquery/ui/menu.min.js	(from https://zenon.network/legacy/wallet)
21:49:16	16130/16130	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/modernizr.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/modernizr.js	(from https://zenon.network/legacy/wallet)
21:49:17	48596/48596	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/magnific.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/magnific.js	(from https://zenon.network/legacy/wallet)
21:49:17	9260/9260	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/superfish.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/superfish.js	(from https://zenon.network/legacy/wallet)
21:49:17	9376/9376	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/touchswipe.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/touchswipe.min.js	(from https://zenon.network/legacy/wallet)
21:49:18	27550/27550	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/plugins/composer/assets/js/dist/composer.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/plugins/composer/assets/js/dist/composer.min.js	(from https://zenon.network/legacy/wallet)
21:49:19	159049/159049	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/jquery.fullPage.min.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/jquery.fullPage.min.js	(from https://zenon.network/legacy/wallet)
21:49:20	785597/785597	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/js/init.js	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/js/init.js	(from https://zenon.network/legacy/wallet)
21:49:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Sep%202021%2001:50:11%20GMT	http://zenon.network/robots.txt		(from https://zenon.network/)
21:49:22	39063/39063	---MCZ	200	added ('OK')	text/css	etag:W/%22d896a88b71aa2ba5d6bd670429bf1bad%22	https://use.fontawesome.com/releases/v5.0.12/css/all.css	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/use.fontawesome.com/releases/v5.0.12/css/all.css	(from https://zenon.network/legacy/wallet)
21:49:23	10839/10839	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2016:27:38%20GMT	https://zenon.network/res/bullet.png	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/res/bullet.png	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:23	27564/27564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.eot	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:24	27396/27396	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.ttf	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:24	27472/27472	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.woff	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:25	70126/70126	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/linecons.svg	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:25	32448/32448	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.eot	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.eot	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:26	32284/32284	---MCZ	200	added ('OK')	application/font-sfnt	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.ttf	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.ttf	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:27	32360/32360	---MCZ	200	added ('OK')	application/font-woff	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.woff	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.woff	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
21:49:27	93916/93916	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2009:26:52%20GMT	https://zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.svg	C:/Users/Maykol%20Vega/Desktop/pruebotas/cere/zenon.network/legacy/content/site/content/base/zenon/css/fonts/steadysets.svg	(from https://zenon.network/legacy/content/site/content/base/zenon/css-clean/extra.css)
